survey_id,Date,ANI,DNIS,channel,product,state,call_transcrpt,all_topics_discussed,supporting_quote,ai_topic_reasoning,customer_sentiment,process_time,model_version,topic_cluster_ids,topic_discussed,general_topic_l1
S053,26/07/2025,0468 717 632,0484 386 677,Email,Ambulance Cover,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced difficulty due to lack of clear guidance and delays, leading to frustration.",Negative,2025-11-18T22:48:35,gpt-4o-mini,"[10, 10, 4]",Unclear instructions,Communication improvement needs
S053,26/07/2025,0468 717 632,0484 386 677,Email,Ambulance Cover,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced difficulty due to lack of clear guidance and delays, leading to frustration.",Negative,2025-11-18T22:48:35,gpt-4o-mini,"[10, 10, 4]",Confusing process,Communication improvement needs
S053,26/07/2025,0468 717 632,0484 386 677,Email,Ambulance Cover,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced difficulty due to lack of clear guidance and delays, leading to frustration.",Negative,2025-11-18T22:48:35,gpt-4o-mini,"[10, 10, 4]",Slow service,Service response efficiency
S054,7/06/2025,0410 159 402,0437 807 742,Web,Extras,NSW,"I faced a slow response recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Slow response time', 'Confusing process', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and found the process complicated, leading to dissatisfaction.",Negative,2025-11-18T22:48:37,gpt-4o-mini,"[4, 10, 8]",Slow response time,Service response efficiency
S054,7/06/2025,0410 159 402,0437 807 742,Web,Extras,NSW,"I faced a slow response recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Slow response time', 'Confusing process', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and found the process complicated, leading to dissatisfaction.",Negative,2025-11-18T22:48:37,gpt-4o-mini,"[4, 10, 8]",Confusing process,Communication improvement needs
S054,7/06/2025,0410 159 402,0437 807 742,Web,Extras,NSW,"I faced a slow response recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Slow response time', 'Confusing process', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and found the process complicated, leading to dissatisfaction.",Negative,2025-11-18T22:48:37,gpt-4o-mini,"[4, 10, 8]",Frustrating experience,Customer service issues
S055,18/04/2025,0411 706 375,0446 805 740,Mobile App,Combined,WA,"I faced a inconsistent information recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Inconsistent information', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced a lack of clear information, leading to frustration and difficulties during the service process.",Negative,2025-11-18T22:48:40,gpt-4o-mini,"[10, 10, 4]",Inconsistent information,Communication improvement needs
S055,18/04/2025,0411 706 375,0446 805 740,Mobile App,Combined,WA,"I faced a inconsistent information recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Inconsistent information', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced a lack of clear information, leading to frustration and difficulties during the service process.",Negative,2025-11-18T22:48:40,gpt-4o-mini,"[10, 10, 4]",Confusing process,Communication improvement needs
S055,18/04/2025,0411 706 375,0446 805 740,Mobile App,Combined,WA,"I faced a inconsistent information recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Inconsistent information', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced a lack of clear information, leading to frustration and difficulties during the service process.",Negative,2025-11-18T22:48:40,gpt-4o-mini,"[10, 10, 4]",Slow service,Service response efficiency
S056,10/07/2025,0415 587 733,0474 299 199,Mobile App,Combined,WA,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor follow-up service', 'Unresolved support issue', 'Expectations of better service']",The overall experience was not great due to a no follow up.,"The customer expresses dissatisfaction with the lack of follow-up and unresolved issues, indicating a need for improved service quality.",Negative,2025-11-18T22:48:43,gpt-4o-mini,"[3, 1, 2]",Poor follow-up service,Escalation and follow-up issues
S056,10/07/2025,0415 587 733,0474 299 199,Mobile App,Combined,WA,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor follow-up service', 'Unresolved support issue', 'Expectations of better service']",The overall experience was not great due to a no follow up.,"The customer expresses dissatisfaction with the lack of follow-up and unresolved issues, indicating a need for improved service quality.",Negative,2025-11-18T22:48:43,gpt-4o-mini,"[3, 1, 2]",Unresolved support issue,Support communication challenges
S056,10/07/2025,0415 587 733,0474 299 199,Mobile App,Combined,WA,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor follow-up service', 'Unresolved support issue', 'Expectations of better service']",The overall experience was not great due to a no follow up.,"The customer expresses dissatisfaction with the lack of follow-up and unresolved issues, indicating a need for improved service quality.",Negative,2025-11-18T22:48:43,gpt-4o-mini,"[3, 1, 2]",Expectations of better service,Service and Product Quality
S057,27/05/2025,0479 498 148,0410 525 272,Branch,Combined,VIC,"I am quite constructive with how the delivery delay was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Delivery delay handling', 'Slow resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","The customer expresses issues with both the handling of a delivery delay and the clarity of communication from support, indicating areas for improvement.",Negative,2025-11-18T22:48:46,gpt-4o-mini,"[0, 4, 10]",Delivery delay handling,Delivery handling concerns
S057,27/05/2025,0479 498 148,0410 525 272,Branch,Combined,VIC,"I am quite constructive with how the delivery delay was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Delivery delay handling', 'Slow resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","The customer expresses issues with both the handling of a delivery delay and the clarity of communication from support, indicating areas for improvement.",Negative,2025-11-18T22:48:46,gpt-4o-mini,"[0, 4, 10]",Slow resolution time,Service response efficiency
S057,27/05/2025,0479 498 148,0410 525 272,Branch,Combined,VIC,"I am quite constructive with how the delivery delay was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Delivery delay handling', 'Slow resolution time', 'Unclear communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","The customer expresses issues with both the handling of a delivery delay and the clarity of communication from support, indicating areas for improvement.",Negative,2025-11-18T22:48:46,gpt-4o-mini,"[0, 4, 10]",Unclear communication,Communication improvement needs
S058,14/09/2025,0437 583 303,0421 865 671,Phone,Hospital,ACT,"Although the product itself is fine, the website bug made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Website bug', 'Unpleasant experience', 'Need for smoother interactions']",the website bug made the experience unpleasant.,The customer highlights a technical issue that impacted their experience. They express a desire for improvement in future interactions.,Negative,2025-11-18T22:48:49,gpt-4o-mini,"[11, 8, 4]",Website bug,System stability issues
S058,14/09/2025,0437 583 303,0421 865 671,Phone,Hospital,ACT,"Although the product itself is fine, the website bug made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Website bug', 'Unpleasant experience', 'Need for smoother interactions']",the website bug made the experience unpleasant.,The customer highlights a technical issue that impacted their experience. They express a desire for improvement in future interactions.,Negative,2025-11-18T22:48:49,gpt-4o-mini,"[11, 8, 4]",Unpleasant experience,Customer service issues
S058,14/09/2025,0437 583 303,0421 865 671,Phone,Hospital,ACT,"Although the product itself is fine, the website bug made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Website bug', 'Unpleasant experience', 'Need for smoother interactions']",the website bug made the experience unpleasant.,The customer highlights a technical issue that impacted their experience. They express a desire for improvement in future interactions.,Negative,2025-11-18T22:48:49,gpt-4o-mini,"[11, 8, 4]",Need for smoother interactions,Service response efficiency
S059,12/04/2025,0435 463 273,0436 662 798,Mobile App,Travel,SA,"Although the product itself is fine, the delivery delay made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Delivery delay', 'Unpleasant experience', 'Need for efficiency']",the delivery delay made the experience unpleasant.,"The delay in delivery negatively impacted the customer's experience, suggesting that improvements in efficiency are needed.",Negative,2025-11-18T22:48:51,gpt-4o-mini,"[0, 8, 4]",Delivery delay,Delivery handling concerns
S059,12/04/2025,0435 463 273,0436 662 798,Mobile App,Travel,SA,"Although the product itself is fine, the delivery delay made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Delivery delay', 'Unpleasant experience', 'Need for efficiency']",the delivery delay made the experience unpleasant.,"The delay in delivery negatively impacted the customer's experience, suggesting that improvements in efficiency are needed.",Negative,2025-11-18T22:48:51,gpt-4o-mini,"[0, 8, 4]",Unpleasant experience,Customer service issues
S059,12/04/2025,0435 463 273,0436 662 798,Mobile App,Travel,SA,"Although the product itself is fine, the delivery delay made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Delivery delay', 'Unpleasant experience', 'Need for efficiency']",the delivery delay made the experience unpleasant.,"The delay in delivery negatively impacted the customer's experience, suggesting that improvements in efficiency are needed.",Negative,2025-11-18T22:48:51,gpt-4o-mini,"[0, 8, 4]",Need for efficiency,Service response efficiency
S060,18/09/2025,0446 881 906,0405 297 144,Web,Ambulance Cover,NSW,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for efficiency']",the unhelpful agent made the experience unpleasant.,"The customer had a negative interaction with the agent, impacting their overall experience. They desire smoother and more efficient future interactions.",Negative,2025-11-18T22:48:55,gpt-4o-mini,"[8, 8, 4]",Unhelpful agent,Customer service issues
S060,18/09/2025,0446 881 906,0405 297 144,Web,Ambulance Cover,NSW,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for efficiency']",the unhelpful agent made the experience unpleasant.,"The customer had a negative interaction with the agent, impacting their overall experience. They desire smoother and more efficient future interactions.",Negative,2025-11-18T22:48:55,gpt-4o-mini,"[8, 8, 4]",Unpleasant experience,Customer service issues
S060,18/09/2025,0446 881 906,0405 297 144,Web,Ambulance Cover,NSW,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for efficiency']",the unhelpful agent made the experience unpleasant.,"The customer had a negative interaction with the agent, impacting their overall experience. They desire smoother and more efficient future interactions.",Negative,2025-11-18T22:48:55,gpt-4o-mini,"[8, 8, 4]",Need for efficiency,Service response efficiency
S061,4/07/2025,0435 540 927,0407 969 758,Phone,Combined,WA,"I'm polite but firm about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'Lack of accountability']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer highlights dissatisfaction with product quality and a perceived lack of procedures for handling issues appropriately.,Negative,2025-11-18T22:48:58,gpt-4o-mini,"[2, 3, 5]",Poor product quality,Service and Product Quality
S061,4/07/2025,0435 540 927,0407 969 758,Phone,Combined,WA,"I'm polite but firm about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'Lack of accountability']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer highlights dissatisfaction with product quality and a perceived lack of procedures for handling issues appropriately.,Negative,2025-11-18T22:48:58,gpt-4o-mini,"[2, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S061,4/07/2025,0435 540 927,0407 969 758,Phone,Combined,WA,"I'm polite but firm about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'Lack of accountability']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer highlights dissatisfaction with product quality and a perceived lack of procedures for handling issues appropriately.,Negative,2025-11-18T22:48:58,gpt-4o-mini,"[2, 3, 5]",Lack of accountability,Team accountability challenges
S062,29/09/2025,0420 684 240,0479 634 113,Web,Travel,QLD,The overall experience was not great due to a double charge. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Double charge issue', 'Poor service quality', 'Unresolved customer support']",The overall experience was not great due to a double charge.,"The customer faced a billing issue and felt the service was inadequate, highlighting a need for improved support resolution.",Negative,2025-11-18T22:49:00,gpt-4o-mini,"[9, 2, 1]",Double charge issue,Billing discrepancies management
S062,29/09/2025,0420 684 240,0479 634 113,Web,Travel,QLD,The overall experience was not great due to a double charge. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Double charge issue', 'Poor service quality', 'Unresolved customer support']",The overall experience was not great due to a double charge.,"The customer faced a billing issue and felt the service was inadequate, highlighting a need for improved support resolution.",Negative,2025-11-18T22:49:00,gpt-4o-mini,"[9, 2, 1]",Poor service quality,Service and Product Quality
S062,29/09/2025,0420 684 240,0479 634 113,Web,Travel,QLD,The overall experience was not great due to a double charge. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Double charge issue', 'Poor service quality', 'Unresolved customer support']",The overall experience was not great due to a double charge.,"The customer faced a billing issue and felt the service was inadequate, highlighting a need for improved support resolution.",Negative,2025-11-18T22:49:00,gpt-4o-mini,"[9, 2, 1]",Unresolved customer support,Support communication challenges
S063,24/06/2025,0435 109 493,0483 353 842,Email,Travel,WA,The overall experience was not great due to a miscommunication. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor service quality', 'Miscommunication issues', 'Unresolved support requests']",The overall experience was not great due to a miscommunication.,"The customer experienced multiple support interactions without resolution, indicating a lack of effective communication and service.",Negative,2025-11-18T22:49:03,gpt-4o-mini,"[2, 10, 1]",Poor service quality,Service and Product Quality
S063,24/06/2025,0435 109 493,0483 353 842,Email,Travel,WA,The overall experience was not great due to a miscommunication. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor service quality', 'Miscommunication issues', 'Unresolved support requests']",The overall experience was not great due to a miscommunication.,"The customer experienced multiple support interactions without resolution, indicating a lack of effective communication and service.",Negative,2025-11-18T22:49:03,gpt-4o-mini,"[2, 10, 1]",Miscommunication issues,Communication improvement needs
S063,24/06/2025,0435 109 493,0483 353 842,Email,Travel,WA,The overall experience was not great due to a miscommunication. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor service quality', 'Miscommunication issues', 'Unresolved support requests']",The overall experience was not great due to a miscommunication.,"The customer experienced multiple support interactions without resolution, indicating a lack of effective communication and service.",Negative,2025-11-18T22:49:03,gpt-4o-mini,"[2, 10, 1]",Unresolved support requests,Support communication challenges
S064,1/10/2025,0422 996 199,0441 790 847,Mobile App,Travel,TAS,"I'm annoyed about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'Accountability issues']",I'm annoyed about how my website bug was addressed.,"The comment expresses frustration with the way a bug was handled, highlighting deficiencies in the process and accountability.",Negative,2025-11-18T22:49:06,gpt-4o-mini,"[7, 3, 5]",Poor bug resolution,Incorrect item management
S064,1/10/2025,0422 996 199,0441 790 847,Mobile App,Travel,TAS,"I'm annoyed about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'Accountability issues']",I'm annoyed about how my website bug was addressed.,"The comment expresses frustration with the way a bug was handled, highlighting deficiencies in the process and accountability.",Negative,2025-11-18T22:49:06,gpt-4o-mini,"[7, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S064,1/10/2025,0422 996 199,0441 790 847,Mobile App,Travel,TAS,"I'm annoyed about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'Accountability issues']",I'm annoyed about how my website bug was addressed.,"The comment expresses frustration with the way a bug was handled, highlighting deficiencies in the process and accountability.",Negative,2025-11-18T22:49:06,gpt-4o-mini,"[7, 3, 5]",Accountability issues,Team accountability challenges
S065,23/06/2025,0430 649 956,0459 720 454,Branch,Ambulance Cover,QLD,The overall experience was not great due to a missing item. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Missing item', 'Poor customer support', 'Unresolved issues']",The overall experience was not great due to a missing item.,The customer is dissatisfied due to an unresolved issue with a missing item and poor support experience.,Negative,2025-11-18T22:49:08,gpt-4o-mini,"[7, 1, 1]",Missing item,Incorrect item management
S065,23/06/2025,0430 649 956,0459 720 454,Branch,Ambulance Cover,QLD,The overall experience was not great due to a missing item. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Missing item', 'Poor customer support', 'Unresolved issues']",The overall experience was not great due to a missing item.,The customer is dissatisfied due to an unresolved issue with a missing item and poor support experience.,Negative,2025-11-18T22:49:08,gpt-4o-mini,"[7, 1, 1]",Poor customer support,Support communication challenges
S065,23/06/2025,0430 649 956,0459 720 454,Branch,Ambulance Cover,QLD,The overall experience was not great due to a missing item. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Missing item', 'Poor customer support', 'Unresolved issues']",The overall experience was not great due to a missing item.,The customer is dissatisfied due to an unresolved issue with a missing item and poor support experience.,Negative,2025-11-18T22:49:08,gpt-4o-mini,"[7, 1, 1]",Unresolved issues,Support communication challenges
S066,19/05/2025,0479 191 974,0410 570 646,Phone,Extras,WA,"I'm frustrated about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my website bug was addressed.,"The customer expresses frustration over how a website bug was handled, indicating systemic issues in accountability and escalation.",Negative,2025-11-18T22:49:11,gpt-4o-mini,"[7, 3, 5]",Poor bug resolution,Incorrect item management
S066,19/05/2025,0479 191 974,0410 570 646,Phone,Extras,WA,"I'm frustrated about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my website bug was addressed.,"The customer expresses frustration over how a website bug was handled, indicating systemic issues in accountability and escalation.",Negative,2025-11-18T22:49:11,gpt-4o-mini,"[7, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S066,19/05/2025,0479 191 974,0410 570 646,Phone,Extras,WA,"I'm frustrated about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor bug resolution', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my website bug was addressed.,"The customer expresses frustration over how a website bug was handled, indicating systemic issues in accountability and escalation.",Negative,2025-11-18T22:49:11,gpt-4o-mini,"[7, 3, 5]",No accountability,Team accountability challenges
S067,6/08/2025,0447 758 562,0440 202 624,Phone,Extras,NT,"Although the product itself is fine, the account locked made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Account lock issue', 'Need for smoother interactions']",the account locked made the experience unpleasant.,The customer is dissatisfied due to an account lock situation that affected their experience. They seek improvements for future interactions.,Negative,2025-11-18T22:49:14,gpt-4o-mini,"[6, 4]",Account lock issue,Account locking challenges
S067,6/08/2025,0447 758 562,0440 202 624,Phone,Extras,NT,"Although the product itself is fine, the account locked made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Account lock issue', 'Need for smoother interactions']",the account locked made the experience unpleasant.,The customer is dissatisfied due to an account lock situation that affected their experience. They seek improvements for future interactions.,Negative,2025-11-18T22:49:14,gpt-4o-mini,"[6, 4]",Need for smoother interactions,Service response efficiency
S068,19/05/2025,0419 186 864,0493 302 350,Branch,Extras,ACT,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Lack of follow-up', 'Unresolved issues', 'Poor service quality']",The overall experience was not great due to a no follow up.,The customer expresses dissatisfaction with the lack of follow-up and unresolved issues despite multiple contacts.,Negative,2025-11-18T22:49:16,gpt-4o-mini,"[3, 1, 2]",Lack of follow-up,Escalation and follow-up issues
S068,19/05/2025,0419 186 864,0493 302 350,Branch,Extras,ACT,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Lack of follow-up', 'Unresolved issues', 'Poor service quality']",The overall experience was not great due to a no follow up.,The customer expresses dissatisfaction with the lack of follow-up and unresolved issues despite multiple contacts.,Negative,2025-11-18T22:49:16,gpt-4o-mini,"[3, 1, 2]",Unresolved issues,Support communication challenges
S068,19/05/2025,0419 186 864,0493 302 350,Branch,Extras,ACT,The overall experience was not great due to a no follow up. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Lack of follow-up', 'Unresolved issues', 'Poor service quality']",The overall experience was not great due to a no follow up.,The customer expresses dissatisfaction with the lack of follow-up and unresolved issues despite multiple contacts.,Negative,2025-11-18T22:49:16,gpt-4o-mini,"[3, 1, 2]",Poor service quality,Service and Product Quality
S069,24/04/2025,0466 777 237,0491 979 106,Phone,Ambulance Cover,SA,"I faced a rude staff recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Rude staff interaction', 'Confusing process', 'Slow service', 'Significant inconvenience', 'Frustrating experience']",I faced a rude staff recently and it caused significant inconvenience.,"The customer experienced unprofessional behavior from staff, alongside difficulties with the service process, leading to frustration.",Negative,2025-11-18T22:49:20,gpt-4o-mini,"[8, 10, 4, 8, 8]",Rude staff interaction,Customer service issues
S069,24/04/2025,0466 777 237,0491 979 106,Phone,Ambulance Cover,SA,"I faced a rude staff recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Rude staff interaction', 'Confusing process', 'Slow service', 'Significant inconvenience', 'Frustrating experience']",I faced a rude staff recently and it caused significant inconvenience.,"The customer experienced unprofessional behavior from staff, alongside difficulties with the service process, leading to frustration.",Negative,2025-11-18T22:49:20,gpt-4o-mini,"[8, 10, 4, 8, 8]",Confusing process,Communication improvement needs
S069,24/04/2025,0466 777 237,0491 979 106,Phone,Ambulance Cover,SA,"I faced a rude staff recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Rude staff interaction', 'Confusing process', 'Slow service', 'Significant inconvenience', 'Frustrating experience']",I faced a rude staff recently and it caused significant inconvenience.,"The customer experienced unprofessional behavior from staff, alongside difficulties with the service process, leading to frustration.",Negative,2025-11-18T22:49:20,gpt-4o-mini,"[8, 10, 4, 8, 8]",Slow service,Service response efficiency
S069,24/04/2025,0466 777 237,0491 979 106,Phone,Ambulance Cover,SA,"I faced a rude staff recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Rude staff interaction', 'Confusing process', 'Slow service', 'Significant inconvenience', 'Frustrating experience']",I faced a rude staff recently and it caused significant inconvenience.,"The customer experienced unprofessional behavior from staff, alongside difficulties with the service process, leading to frustration.",Negative,2025-11-18T22:49:20,gpt-4o-mini,"[8, 10, 4, 8, 8]",Significant inconvenience,Customer service issues
S069,24/04/2025,0466 777 237,0491 979 106,Phone,Ambulance Cover,SA,"I faced a rude staff recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Rude staff interaction', 'Confusing process', 'Slow service', 'Significant inconvenience', 'Frustrating experience']",I faced a rude staff recently and it caused significant inconvenience.,"The customer experienced unprofessional behavior from staff, alongside difficulties with the service process, leading to frustration.",Negative,2025-11-18T22:49:20,gpt-4o-mini,"[8, 10, 4, 8, 8]",Frustrating experience,Customer service issues
S070,15/09/2025,0485 611 866,0414 581 754,Phone,Ambulance Cover,QLD,"Although the product itself is fine, the double charge made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Double charge issue', 'Unpleasant experience', 'Need for smoother interactions']",the double charge made the experience unpleasant.,"The customer experienced an issue with being double charged, which negatively impacted their overall satisfaction. They are looking for improvements in future interactions.",Negative,2025-11-18T22:49:22,gpt-4o-mini,"[9, 8, 4]",Double charge issue,Billing discrepancies management
S070,15/09/2025,0485 611 866,0414 581 754,Phone,Ambulance Cover,QLD,"Although the product itself is fine, the double charge made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Double charge issue', 'Unpleasant experience', 'Need for smoother interactions']",the double charge made the experience unpleasant.,"The customer experienced an issue with being double charged, which negatively impacted their overall satisfaction. They are looking for improvements in future interactions.",Negative,2025-11-18T22:49:22,gpt-4o-mini,"[9, 8, 4]",Unpleasant experience,Customer service issues
S070,15/09/2025,0485 611 866,0414 581 754,Phone,Ambulance Cover,QLD,"Although the product itself is fine, the double charge made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Double charge issue', 'Unpleasant experience', 'Need for smoother interactions']",the double charge made the experience unpleasant.,"The customer experienced an issue with being double charged, which negatively impacted their overall satisfaction. They are looking for improvements in future interactions.",Negative,2025-11-18T22:49:22,gpt-4o-mini,"[9, 8, 4]",Need for smoother interactions,Service response efficiency
S071,5/08/2025,0428 188 871,0483 486 540,Branch,Ambulance Cover,QLD,The overall experience was not great due to a account locked. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Locked account issues', 'Multiple support contacts', 'Poor service quality']",The overall experience was not great due to a account locked.,"The user faced difficulties with a locked account and unresolved support interactions, leading to dissatisfaction.",Negative,2025-11-18T22:49:24,gpt-4o-mini,"[6, 1, 2]",Locked account issues,Account locking challenges
S071,5/08/2025,0428 188 871,0483 486 540,Branch,Ambulance Cover,QLD,The overall experience was not great due to a account locked. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Locked account issues', 'Multiple support contacts', 'Poor service quality']",The overall experience was not great due to a account locked.,"The user faced difficulties with a locked account and unresolved support interactions, leading to dissatisfaction.",Negative,2025-11-18T22:49:24,gpt-4o-mini,"[6, 1, 2]",Multiple support contacts,Support communication challenges
S071,5/08/2025,0428 188 871,0483 486 540,Branch,Ambulance Cover,QLD,The overall experience was not great due to a account locked. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Locked account issues', 'Multiple support contacts', 'Poor service quality']",The overall experience was not great due to a account locked.,"The user faced difficulties with a locked account and unresolved support interactions, leading to dissatisfaction.",Negative,2025-11-18T22:49:24,gpt-4o-mini,"[6, 1, 2]",Poor service quality,Service and Product Quality
S072,21/06/2025,0466 290 172,0422 149 573,Email,Combined,NT,"I am quite frustrated with how the poor product quality was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Poor product quality', 'Slow resolution time', 'Unclear communication']",I am quite frustrated with how the poor product quality was handled.,"The comment expresses dissatisfaction with the product quality and the handling of the issue, highlighting communication issues and delays.",Negative,2025-11-18T22:49:27,gpt-4o-mini,"[2, 4, 10]",Poor product quality,Service and Product Quality
S072,21/06/2025,0466 290 172,0422 149 573,Email,Combined,NT,"I am quite frustrated with how the poor product quality was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Poor product quality', 'Slow resolution time', 'Unclear communication']",I am quite frustrated with how the poor product quality was handled.,"The comment expresses dissatisfaction with the product quality and the handling of the issue, highlighting communication issues and delays.",Negative,2025-11-18T22:49:27,gpt-4o-mini,"[2, 4, 10]",Slow resolution time,Service response efficiency
